Domain name,CNAME name,Type,CNAME value
*.husnainsyed.me,_6fa1433569d47128081dce5e08b4edfb.husnainsyed.me.,CNAME,_77e341889933b3690d567cea9c064d5b.zfyfvmchrl.acm-validations.aws.
